Unnamed: 0,frequency,attack-angle,chord-length,free-stream-velocity,suction-side-displacement-thickness,scaled-sound-pressure,log_frequency,sqrt_frequency,log_chord,sqrt_chord,log_thickness,sqrt_thickness
816,3150,8.4,0.0508,55.5,0.00544854,128.402,8.055475141757274,56.124860801609124,0.049551778829247745,0.2253885533916929,0.005433750402754466,0.07381422627109221
817,4000,8.4,0.0508,55.5,0.00544854,122.612,8.294299608857235,63.245553203367585,0.049551778829247745,0.2253885533916929,0.005433750402754466,0.07381422627109221
818,5000,8.4,0.0508,55.5,0.00544854,115.812,8.517393171418904,70.71067811865476,0.049551778829247745,0.2253885533916929,0.005433750402754466,0.07381422627109221
819,400,8.4,0.0508,39.6,0.00566229,120.015,5.993961427306569,20.0,0.049551778829247745,0.2253885533916929,0.005646319494041066,0.07524818934698695
820,500,8.4,0.0508,39.6,0.00566229,122.905,6.2166061010848646,22.360679774997898,0.049551778829247745,0.2253885533916929,0.005646319494041066,0.07524818934698695
821,630,8.4,0.0508,39.6,0.00566229,126.045,6.447305862541213,25.099800796022265,0.049551778829247745,0.2253885533916929,0.005646319494041066,0.07524818934698695
822,800,8.4,0.0508,39.6,0.00566229,128.435,6.68586094706836,28.284271247461902,0.049551778829247745,0.2253885533916929,0.005646319494041066,0.07524818934698695
823,1000,8.4,0.0508,39.6,0.00566229,130.195,6.90875477931522,31.622776601683793,0.049551778829247745,0.2253885533916929,0.005646319494041066,0.07524818934698695
824,1250,8.4,0.0508,39.6,0.00566229,131.205,7.1316985104669115,35.35533905932738,0.049551778829247745,0.2253885533916929,0.005646319494041066,0.07524818934698695
825,1600,8.4,0.0508,39.6,0.00566229,130.965,7.3783837129967145,40.0,0.049551778829247745,0.2253885533916929,0.005646319494041066,0.07524818934698695
826,2000,8.4,0.0508,39.6,0.00566229,129.965,7.601402334583733,44.721359549995796,0.049551778829247745,0.2253885533916929,0.005646319494041066,0.07524818934698695
827,2500,8.4,0.0508,39.6,0.00566229,127.465,7.824445930877619,50.0,0.049551778829247745,0.2253885533916929,0.005646319494041066,0.07524818934698695
828,3150,8.4,0.0508,39.6,0.00566229,123.965,8.055475141757274,56.124860801609124,0.049551778829247745,0.2253885533916929,0.005646319494041066,0.07524818934698695
829,4000,8.4,0.0508,39.6,0.00566229,118.955,8.294299608857235,63.245553203367585,0.049551778829247745,0.2253885533916929,0.005646319494041066,0.07524818934698695
830,400,8.4,0.0508,31.7,0.00580776,120.076,5.993961427306569,20.0,0.049551778829247745,0.2253885533916929,0.0057909599775059955,0.07620866092512057
831,500,8.4,0.0508,31.7,0.00580776,122.966,6.2166061010848646,22.360679774997898,0.049551778829247745,0.2253885533916929,0.0057909599775059955,0.07620866092512057
832,630,8.4,0.0508,31.7,0.00580776,125.856,6.447305862541213,25.099800796022265,0.049551778829247745,0.2253885533916929,0.0057909599775059955,0.07620866092512057
833,800,8.4,0.0508,31.7,0.00580776,128.246,6.68586094706836,28.284271247461902,0.049551778829247745,0.2253885533916929,0.0057909599775059955,0.07620866092512057
834,1000,8.4,0.0508,31.7,0.00580776,129.516,6.90875477931522,31.622776601683793,0.049551778829247745,0.2253885533916929,0.0057909599775059955,0.07620866092512057
835,1250,8.4,0.0508,31.7,0.00580776,130.156,7.1316985104669115,35.35533905932738,0.049551778829247745,0.2253885533916929,0.0057909599775059955,0.07620866092512057
836,1600,8.4,0.0508,31.7,0.00580776,129.296,7.3783837129967145,40.0,0.049551778829247745,0.2253885533916929,0.0057909599775059955,0.07620866092512057
837,2000,8.4,0.0508,31.7,0.00580776,127.686,7.601402334583733,44.721359549995796,0.049551778829247745,0.2253885533916929,0.0057909599775059955,0.07620866092512057
838,2500,8.4,0.0508,31.7,0.00580776,125.576,7.824445930877619,50.0,0.049551778829247745,0.2253885533916929,0.0057909599775059955,0.07620866092512057
839,3150,8.4,0.0508,31.7,0.00580776,122.086,8.055475141757274,56.124860801609124,0.049551778829247745,0.2253885533916929,0.0057909599775059955,0.07620866092512057
840,4000,8.4,0.0508,31.7,0.00580776,118.106,8.294299608857235,63.245553203367585,0.049551778829247745,0.2253885533916929,0.0057909599775059955,0.07620866092512057
841,200,11.2,0.0508,71.3,0.014072,125.941,5.303304908059076,14.142135623730951,0.049551778829247745,0.2253885533916929,0.013973908565350374,0.11862546101069533
842,250,11.2,0.0508,71.3,0.014072,127.101,5.5254529391317835,15.811388300841896,0.049551778829247745,0.2253885533916929,0.013973908565350374,0.11862546101069533
843,315,11.2,0.0508,71.3,0.014072,128.381,5.755742213586912,17.74823934929885,0.049551778829247745,0.2253885533916929,0.013973908565350374,0.11862546101069533
844,400,11.2,0.0508,71.3,0.014072,129.281,5.993961427306569,20.0,0.049551778829247745,0.2253885533916929,0.013973908565350374,0.11862546101069533
845,500,11.2,0.0508,71.3,0.014072,130.311,6.2166061010848646,22.360679774997898,0.049551778829247745,0.2253885533916929,0.013973908565350374,0.11862546101069533
846,630,11.2,0.0508,71.3,0.014072,133.611,6.447305862541213,25.099800796022265,0.049551778829247745,0.2253885533916929,0.013973908565350374,0.11862546101069533
847,800,11.2,0.0508,71.3,0.014072,136.031,6.68586094706836,28.284271247461902,0.049551778829247745,0.2253885533916929,0.013973908565350374,0.11862546101069533
848,1000,11.2,0.0508,71.3,0.014072,136.941,6.90875477931522,31.622776601683793,0.049551778829247745,0.2253885533916929,0.013973908565350374,0.11862546101069533
849,1250,11.2,0.0508,71.3,0.014072,136.191,7.1316985104669115,35.35533905932738,0.049551778829247745,0.2253885533916929,0.013973908565350374,0.11862546101069533
850,1600,11.2,0.0508,71.3,0.014072,135.191,7.3783837129967145,40.0,0.049551778829247745,0.2253885533916929,0.013973908565350374,0.11862546101069533
851,2000,11.2,0.0508,71.3,0.014072,133.311,7.601402334583733,44.721359549995796,0.049551778829247745,0.2253885533916929,0.013973908565350374,0.11862546101069533
852,2500,11.2,0.0508,71.3,0.014072,130.541,7.824445930877619,50.0,0.049551778829247745,0.2253885533916929,0.013973908565350374,0.11862546101069533
853,3150,11.2,0.0508,71.3,0.014072,127.141,8.055475141757274,56.124860801609124,0.049551778829247745,0.2253885533916929,0.013973908565350374,0.11862546101069533
854,4000,11.2,0.0508,71.3,0.014072,122.471,8.294299608857235,63.245553203367585,0.049551778829247745,0.2253885533916929,0.013973908565350374,0.11862546101069533
855,200,11.2,0.0508,39.6,0.0150478,125.01,5.303304908059076,14.142135623730951,0.049551778829247745,0.2253885533916929,0.014935704980941187,0.12266947460554317
856,250,11.2,0.0508,39.6,0.0150478,126.43,5.5254529391317835,15.811388300841896,0.049551778829247745,0.2253885533916929,0.014935704980941187,0.12266947460554317
857,315,11.2,0.0508,39.6,0.0150478,128.99,5.755742213586912,17.74823934929885,0.049551778829247745,0.2253885533916929,0.014935704980941187,0.12266947460554317
858,400,11.2,0.0508,39.6,0.0150478,130.67,5.993961427306569,20.0,0.049551778829247745,0.2253885533916929,0.014935704980941187,0.12266947460554317
859,500,11.2,0.0508,39.6,0.0150478,131.96,6.2166061010848646,22.360679774997898,0.049551778829247745,0.2253885533916929,0.014935704980941187,0.12266947460554317
860,630,11.2,0.0508,39.6,0.0150478,133.13,6.447305862541213,25.099800796022265,0.049551778829247745,0.2253885533916929,0.014935704980941187,0.12266947460554317
861,800,11.2,0.0508,39.6,0.0150478,133.79,6.68586094706836,28.284271247461902,0.049551778829247745,0.2253885533916929,0.014935704980941187,0.12266947460554317
862,1000,11.2,0.0508,39.6,0.0150478,132.43,6.90875477931522,31.622776601683793,0.049551778829247745,0.2253885533916929,0.014935704980941187,0.12266947460554317
863,1250,11.2,0.0508,39.6,0.0150478,130.05,7.1316985104669115,35.35533905932738,0.049551778829247745,0.2253885533916929,0.014935704980941187,0.12266947460554317
864,1600,11.2,0.0508,39.6,0.0150478,126.54,7.3783837129967145,40.0,0.049551778829247745,0.2253885533916929,0.014935704980941187,0.12266947460554317
865,2000,11.2,0.0508,39.6,0.0150478,124.42,7.601402334583733,44.721359549995796,0.049551778829247745,0.2253885533916929,0.014935704980941187,0.12266947460554317
866,2500,11.2,0.0508,39.6,0.0150478,122.17,7.824445930877619,50.0,0.049551778829247745,0.2253885533916929,0.014935704980941187,0.12266947460554317
867,3150,11.2,0.0508,39.6,0.0150478,119.67,8.055475141757274,56.124860801609124,0.049551778829247745,0.2253885533916929,0.014935704980941187,0.12266947460554317
868,4000,11.2,0.0508,39.6,0.0150478,115.52,8.294299608857235,63.245553203367585,0.049551778829247745,0.2253885533916929,0.014935704980941187,0.12266947460554317
869,200,15.4,0.0508,71.3,0.0264269,123.595,5.303304908059076,14.142135623730951,0.049551778829247745,0.2253885533916929,0.02608374208186477,0.16256352604443594
870,250,15.4,0.0508,71.3,0.0264269,124.835,5.5254529391317835,15.811388300841896,0.049551778829247745,0.2253885533916929,0.02608374208186477,0.16256352604443594
871,315,15.4,0.0508,71.3,0.0264269,126.195,5.755742213586912,17.74823934929885,0.049551778829247745,0.2253885533916929,0.02608374208186477,0.16256352604443594
872,400,15.4,0.0508,71.3,0.0264269,126.805,5.993961427306569,20.0,0.049551778829247745,0.2253885533916929,0.02608374208186477,0.16256352604443594
873,500,15.4,0.0508,71.3,0.0264269,127.285,6.2166061010848646,22.360679774997898,0.049551778829247745,0.2253885533916929,0.02608374208186477,0.16256352604443594
874,630,15.4,0.0508,71.3,0.0264269,129.645,6.447305862541213,25.099800796022265,0.049551778829247745,0.2253885533916929,0.02608374208186477,0.16256352604443594
875,800,15.4,0.0508,71.3,0.0264269,131.515,6.68586094706836,28.284271247461902,0.049551778829247745,0.2253885533916929,0.02608374208186477,0.16256352604443594
876,1000,15.4,0.0508,71.3,0.0264269,131.865,6.90875477931522,31.622776601683793,0.049551778829247745,0.2253885533916929,0.02608374208186477,0.16256352604443594
877,1250,15.4,0.0508,71.3,0.0264269,130.845,7.1316985104669115,35.35533905932738,0.049551778829247745,0.2253885533916929,0.02608374208186477,0.16256352604443594
878,1600,15.4,0.0508,71.3,0.0264269,130.065,7.3783837129967145,40.0,0.049551778829247745,0.2253885533916929,0.02608374208186477,0.16256352604443594
879,2000,15.4,0.0508,71.3,0.0264269,129.285,7.601402334583733,44.721359549995796,0.049551778829247745,0.2253885533916929,0.02608374208186477,0.16256352604443594
880,2500,15.4,0.0508,71.3,0.0264269,127.625,7.824445930877619,50.0,0.049551778829247745,0.2253885533916929,0.02608374208186477,0.16256352604443594
881,3150,15.4,0.0508,71.3,0.0264269,125.715,8.055475141757274,56.124860801609124,0.049551778829247745,0.2253885533916929,0.02608374208186477,0.16256352604443594
882,4000,15.4,0.0508,71.3,0.0264269,122.675,8.294299608857235,63.245553203367585,0.049551778829247745,0.2253885533916929,0.02608374208186477,0.16256352604443594
883,5000,15.4,0.0508,71.3,0.0264269,119.135,8.517393171418904,70.71067811865476,0.049551778829247745,0.2253885533916929,0.02608374208186477,0.16256352604443594
884,6300,15.4,0.0508,71.3,0.0264269,115.215,8.748463629942055,79.37253933193772,0.049551778829247745,0.2253885533916929,0.02608374208186477,0.16256352604443594
885,8000,15.4,0.0508,71.3,0.0264269,112.675,8.987321812850125,89.44271909999159,0.049551778829247745,0.2253885533916929,0.02608374208186477,0.16256352604443594
886,200,15.4,0.0508,55.5,0.0271925,122.94,5.303304908059076,14.142135623730951,0.049551778829247745,0.2253885533916929,0.026829352525035155,0.16490148574224553
887,250,15.4,0.0508,55.5,0.0271925,124.17,5.5254529391317835,15.811388300841896,0.049551778829247745,0.2253885533916929,0.026829352525035155,0.16490148574224553
888,315,15.4,0.0508,55.5,0.0271925,125.39,5.755742213586912,17.74823934929885,0.049551778829247745,0.2253885533916929,0.026829352525035155,0.16490148574224553
889,400,15.4,0.0508,55.5,0.0271925,126.5,5.993961427306569,20.0,0.049551778829247745,0.2253885533916929,0.026829352525035155,0.16490148574224553
890,500,15.4,0.0508,55.5,0.0271925,127.22,6.2166061010848646,22.360679774997898,0.049551778829247745,0.2253885533916929,0.026829352525035155,0.16490148574224553
891,630,15.4,0.0508,55.5,0.0271925,129.33,6.447305862541213,25.099800796022265,0.049551778829247745,0.2253885533916929,0.026829352525035155,0.16490148574224553
892,800,15.4,0.0508,55.5,0.0271925,130.43,6.68586094706836,28.284271247461902,0.049551778829247745,0.2253885533916929,0.026829352525035155,0.16490148574224553
893,1000,15.4,0.0508,55.5,0.0271925,130.4,6.90875477931522,31.622776601683793,0.049551778829247745,0.2253885533916929,0.026829352525035155,0.16490148574224553
894,1250,15.4,0.0508,55.5,0.0271925,130.0,7.1316985104669115,35.35533905932738,0.049551778829247745,0.2253885533916929,0.026829352525035155,0.16490148574224553
895,1600,15.4,0.0508,55.5,0.0271925,128.2,7.3783837129967145,40.0,0.049551778829247745,0.2253885533916929,0.026829352525035155,0.16490148574224553
896,2000,15.4,0.0508,55.5,0.0271925,127.04,7.601402334583733,44.721359549995796,0.049551778829247745,0.2253885533916929,0.026829352525035155,0.16490148574224553
897,2500,15.4,0.0508,55.5,0.0271925,125.63,7.824445930877619,50.0,0.049551778829247745,0.2253885533916929,0.026829352525035155,0.16490148574224553
898,3150,15.4,0.0508,55.5,0.0271925,123.46,8.055475141757274,56.124860801609124,0.049551778829247745,0.2253885533916929,0.026829352525035155,0.16490148574224553
899,4000,15.4,0.0508,55.5,0.0271925,120.92,8.294299608857235,63.245553203367585,0.049551778829247745,0.2253885533916929,0.026829352525035155,0.16490148574224553
900,5000,15.4,0.0508,55.5,0.0271925,117.11,8.517393171418904,70.71067811865476,0.049551778829247745,0.2253885533916929,0.026829352525035155,0.16490148574224553
901,6300,15.4,0.0508,55.5,0.0271925,112.93,8.748463629942055,79.37253933193772,0.049551778829247745,0.2253885533916929,0.026829352525035155,0.16490148574224553
902,200,15.4,0.0508,39.6,0.0282593,121.783,5.303304908059076,14.142135623730951,0.049551778829247745,0.2253885533916929,0.027867372580565982,0.16810502669462327
903,250,15.4,0.0508,39.6,0.0282593,122.893,5.5254529391317835,15.811388300841896,0.049551778829247745,0.2253885533916929,0.027867372580565982,0.16810502669462327
904,315,15.4,0.0508,39.6,0.0282593,124.493,5.755742213586912,17.74823934929885,0.049551778829247745,0.2253885533916929,0.027867372580565982,0.16810502669462327
905,400,15.4,0.0508,39.6,0.0282593,125.353,5.993961427306569,20.0,0.049551778829247745,0.2253885533916929,0.027867372580565982,0.16810502669462327
906,500,15.4,0.0508,39.6,0.0282593,125.963,6.2166061010848646,22.360679774997898,0.049551778829247745,0.2253885533916929,0.027867372580565982,0.16810502669462327
907,630,15.4,0.0508,39.6,0.0282593,127.443,6.447305862541213,25.099800796022265,0.049551778829247745,0.2253885533916929,0.027867372580565982,0.16810502669462327
908,800,15.4,0.0508,39.6,0.0282593,128.423,6.68586094706836,28.284271247461902,0.049551778829247745,0.2253885533916929,0.027867372580565982,0.16810502669462327
909,1000,15.4,0.0508,39.6,0.0282593,127.893,6.90875477931522,31.622776601683793,0.049551778829247745,0.2253885533916929,0.027867372580565982,0.16810502669462327
910,1250,15.4,0.0508,39.6,0.0282593,126.743,7.1316985104669115,35.35533905932738,0.049551778829247745,0.2253885533916929,0.027867372580565982,0.16810502669462327
911,1600,15.4,0.0508,39.6,0.0282593,124.843,7.3783837129967145,40.0,0.049551778829247745,0.2253885533916929,0.027867372580565982,0.16810502669462327
912,2000,15.4,0.0508,39.6,0.0282593,123.443,7.601402334583733,44.721359549995796,0.049551778829247745,0.2253885533916929,0.027867372580565982,0.16810502669462327
913,2500,15.4,0.0508,39.6,0.0282593,122.413,7.824445930877619,50.0,0.049551778829247745,0.2253885533916929,0.027867372580565982,0.16810502669462327
914,3150,15.4,0.0508,39.6,0.0282593,120.513,8.055475141757274,56.124860801609124,0.049551778829247745,0.2253885533916929,0.027867372580565982,0.16810502669462327
915,4000,15.4,0.0508,39.6,0.0282593,118.113,8.294299608857235,63.245553203367585,0.049551778829247745,0.2253885533916929,0.027867372580565982,0.16810502669462327
916,5000,15.4,0.0508,39.6,0.0282593,114.453,8.517393171418904,70.71067811865476,0.049551778829247745,0.2253885533916929,0.027867372580565982,0.16810502669462327
917,6300,15.4,0.0508,39.6,0.0282593,109.663,8.748463629942055,79.37253933193772,0.049551778829247745,0.2253885533916929,0.027867372580565982,0.16810502669462327
918,200,15.4,0.0508,31.7,0.0289853,119.975,5.303304908059076,14.142135623730951,0.049551778829247745,0.2253885533916929,0.02857317103558505,0.17025069750224225
919,250,15.4,0.0508,31.7,0.0289853,121.225,5.5254529391317835,15.811388300841896,0.049551778829247745,0.2253885533916929,0.02857317103558505,0.17025069750224225
920,315,15.4,0.0508,31.7,0.0289853,122.845,5.755742213586912,17.74823934929885,0.049551778829247745,0.2253885533916929,0.02857317103558505,0.17025069750224225
921,400,15.4,0.0508,31.7,0.0289853,123.705,5.993961427306569,20.0,0.049551778829247745,0.2253885533916929,0.02857317103558505,0.17025069750224225
922,500,15.4,0.0508,31.7,0.0289853,123.695,6.2166061010848646,22.360679774997898,0.049551778829247745,0.2253885533916929,0.02857317103558505,0.17025069750224225
923,630,15.4,0.0508,31.7,0.0289853,124.685,6.447305862541213,25.099800796022265,0.049551778829247745,0.2253885533916929,0.02857317103558505,0.17025069750224225
924,800,15.4,0.0508,31.7,0.0289853,125.555,6.68586094706836,28.284271247461902,0.049551778829247745,0.2253885533916929,0.02857317103558505,0.17025069750224225
925,1000,15.4,0.0508,31.7,0.0289853,124.525,6.90875477931522,31.622776601683793,0.049551778829247745,0.2253885533916929,0.02857317103558505,0.17025069750224225
926,1250,15.4,0.0508,31.7,0.0289853,123.255,7.1316985104669115,35.35533905932738,0.049551778829247745,0.2253885533916929,0.02857317103558505,0.17025069750224225
927,1600,15.4,0.0508,31.7,0.0289853,121.485,7.3783837129967145,40.0,0.049551778829247745,0.2253885533916929,0.02857317103558505,0.17025069750224225
928,2000,15.4,0.0508,31.7,0.0289853,120.835,7.601402334583733,44.721359549995796,0.049551778829247745,0.2253885533916929,0.02857317103558505,0.17025069750224225
929,2500,15.4,0.0508,31.7,0.0289853,119.945,7.824445930877619,50.0,0.049551778829247745,0.2253885533916929,0.02857317103558505,0.17025069750224225
930,3150,15.4,0.0508,31.7,0.0289853,118.045,8.055475141757274,56.124860801609124,0.049551778829247745,0.2253885533916929,0.02857317103558505,0.17025069750224225
931,4000,15.4,0.0508,31.7,0.0289853,115.635,8.294299608857235,63.245553203367585,0.049551778829247745,0.2253885533916929,0.02857317103558505,0.17025069750224225
932,5000,15.4,0.0508,31.7,0.0289853,112.355,8.517393171418904,70.71067811865476,0.049551778829247745,0.2253885533916929,0.02857317103558505,0.17025069750224225
933,6300,15.4,0.0508,31.7,0.0289853,108.185,8.748463629942055,79.37253933193772,0.049551778829247745,0.2253885533916929,0.02857317103558505,0.17025069750224225
934,200,19.7,0.0508,71.3,0.0341183,118.005,5.303304908059076,14.142135623730951,0.049551778829247745,0.2253885533916929,0.03354917959993293,0.18471139650817434
935,250,19.7,0.0508,71.3,0.0341183,119.115,5.5254529391317835,15.811388300841896,0.049551778829247745,0.2253885533916929,0.03354917959993293,0.18471139650817434
936,315,19.7,0.0508,71.3,0.0341183,121.235,5.755742213586912,17.74823934929885,0.049551778829247745,0.2253885533916929,0.03354917959993293,0.18471139650817434
937,400,19.7,0.0508,71.3,0.0341183,123.865,5.993961427306569,20.0,0.049551778829247745,0.2253885533916929,0.03354917959993293,0.18471139650817434
938,500,19.7,0.0508,71.3,0.0341183,126.995,6.2166061010848646,22.360679774997898,0.049551778829247745,0.2253885533916929,0.03354917959993293,0.18471139650817434
939,630,19.7,0.0508,71.3,0.0341183,128.365,6.447305862541213,25.099800796022265,0.049551778829247745,0.2253885533916929,0.03354917959993293,0.18471139650817434
940,800,19.7,0.0508,71.3,0.0341183,124.555,6.68586094706836,28.284271247461902,0.049551778829247745,0.2253885533916929,0.03354917959993293,0.18471139650817434
941,1000,19.7,0.0508,71.3,0.0341183,121.885,6.90875477931522,31.622776601683793,0.049551778829247745,0.2253885533916929,0.03354917959993293,0.18471139650817434
942,1250,19.7,0.0508,71.3,0.0341183,121.485,7.1316985104669115,35.35533905932738,0.049551778829247745,0.2253885533916929,0.03354917959993293,0.18471139650817434
943,1600,19.7,0.0508,71.3,0.0341183,120.575,7.3783837129967145,40.0,0.049551778829247745,0.2253885533916929,0.03354917959993293,0.18471139650817434
944,2000,19.7,0.0508,71.3,0.0341183,120.055,7.601402334583733,44.721359549995796,0.049551778829247745,0.2253885533916929,0.03354917959993293,0.18471139650817434
945,2500,19.7,0.0508,71.3,0.0341183,118.385,7.824445930877619,50.0,0.049551778829247745,0.2253885533916929,0.03354917959993293,0.18471139650817434
946,3150,19.7,0.0508,71.3,0.0341183,116.225,8.055475141757274,56.124860801609124,0.049551778829247745,0.2253885533916929,0.03354917959993293,0.18471139650817434
947,4000,19.7,0.0508,71.3,0.0341183,113.045,8.294299608857235,63.245553203367585,0.049551778829247745,0.2253885533916929,0.03354917959993293,0.18471139650817434
948,200,19.7,0.0508,39.6,0.036484,125.974,5.303304908059076,14.142135623730951,0.049551778829247745,0.2253885533916929,0.03583421620918802,0.19100785324169267
949,250,19.7,0.0508,39.6,0.036484,127.224,5.5254529391317835,15.811388300841896,0.049551778829247745,0.2253885533916929,0.03583421620918802,0.19100785324169267
950,315,19.7,0.0508,39.6,0.036484,129.864,5.755742213586912,17.74823934929885,0.049551778829247745,0.2253885533916929,0.03583421620918802,0.19100785324169267
951,400,19.7,0.0508,39.6,0.036484,130.614,5.993961427306569,20.0,0.049551778829247745,0.2253885533916929,0.03583421620918802,0.19100785324169267
952,500,19.7,0.0508,39.6,0.036484,128.444,6.2166061010848646,22.360679774997898,0.049551778829247745,0.2253885533916929,0.03583421620918802,0.19100785324169267
953,630,19.7,0.0508,39.6,0.036484,120.324,6.447305862541213,25.099800796022265,0.049551778829247745,0.2253885533916929,0.03583421620918802,0.19100785324169267
954,800,19.7,0.0508,39.6,0.036484,119.174,6.68586094706836,28.284271247461902,0.049551778829247745,0.2253885533916929,0.03583421620918802,0.19100785324169267
955,1000,19.7,0.0508,39.6,0.036484,118.904,6.90875477931522,31.622776601683793,0.049551778829247745,0.2253885533916929,0.03583421620918802,0.19100785324169267
956,1250,19.7,0.0508,39.6,0.036484,118.634,7.1316985104669115,35.35533905932738,0.049551778829247745,0.2253885533916929,0.03583421620918802,0.19100785324169267
957,1600,19.7,0.0508,39.6,0.036484,117.604,7.3783837129967145,40.0,0.049551778829247745,0.2253885533916929,0.03583421620918802,0.19100785324169267
958,2000,19.7,0.0508,39.6,0.036484,117.724,7.601402334583733,44.721359549995796,0.049551778829247745,0.2253885533916929,0.03583421620918802,0.19100785324169267
959,2500,19.7,0.0508,39.6,0.036484,116.184,7.824445930877619,50.0,0.049551778829247745,0.2253885533916929,0.03583421620918802,0.19100785324169267
960,3150,19.7,0.0508,39.6,0.036484,113.004,8.055475141757274,56.124860801609124,0.049551778829247745,0.2253885533916929,0.03583421620918802,0.19100785324169267
961,4000,19.7,0.0508,39.6,0.036484,108.684,8.294299608857235,63.245553203367585,0.049551778829247745,0.2253885533916929,0.03583421620918802,0.19100785324169267
962,2500,0.0,0.0254,71.3,0.000400682,133.707,7.824445930877619,50.0,0.025082780367463153,0.15937377450509227,0.0004006017484036358,0.020017042738626502
963,3150,0.0,0.0254,71.3,0.000400682,137.007,8.055475141757274,56.124860801609124,0.025082780367463153,0.15937377450509227,0.0004006017484036358,0.020017042738626502
964,4000,0.0,0.0254,71.3,0.000400682,138.557,8.294299608857235,63.245553203367585,0.025082780367463153,0.15937377450509227,0.0004006017484036358,0.020017042738626502
965,5000,0.0,0.0254,71.3,0.000400682,136.837,8.517393171418904,70.71067811865476,0.025082780367463153,0.15937377450509227,0.0004006017484036358,0.020017042738626502
966,6300,0.0,0.0254,71.3,0.000400682,134.987,8.748463629942055,79.37253933193772,0.025082780367463153,0.15937377450509227,0.0004006017484036358,0.020017042738626502
967,8000,0.0,0.0254,71.3,0.000400682,129.867,8.987321812850125,89.44271909999159,0.025082780367463153,0.15937377450509227,0.0004006017484036358,0.020017042738626502
968,10000,0.0,0.0254,71.3,0.000400682,130.787,9.210440366976517,100.0,0.025082780367463153,0.15937377450509227,0.0004006017484036358,0.020017042738626502
969,12500,0.0,0.0254,71.3,0.000400682,133.207,9.433563920090563,111.80339887498948,0.025082780367463153,0.15937377450509227,0.0004006017484036358,0.020017042738626502
970,16000,0.0,0.0254,71.3,0.000400682,130.477,9.680406499268875,126.49110640673517,0.025082780367463153,0.15937377450509227,0.0004006017484036358,0.020017042738626502
971,20000,0.0,0.0254,71.3,0.000400682,123.217,9.90353755128617,141.4213562373095,0.025082780367463153,0.15937377450509227,0.0004006017484036358,0.020017042738626502
972,2000,0.0,0.0254,55.5,0.00041229,127.623,7.601402334583733,44.721359549995796,0.025082780367463153,0.15937377450509227,0.00041220503183149855,0.02030492551082126
973,2500,0.0,0.0254,55.5,0.00041229,130.073,7.824445930877619,50.0,0.025082780367463153,0.15937377450509227,0.00041220503183149855,0.02030492551082126
974,3150,0.0,0.0254,55.5,0.00041229,130.503,8.055475141757274,56.124860801609124,0.025082780367463153,0.15937377450509227,0.00041220503183149855,0.02030492551082126
975,4000,0.0,0.0254,55.5,0.00041229,133.223,8.294299608857235,63.245553203367585,0.025082780367463153,0.15937377450509227,0.00041220503183149855,0.02030492551082126
976,5000,0.0,0.0254,55.5,0.00041229,135.803,8.517393171418904,70.71067811865476,0.025082780367463153,0.15937377450509227,0.00041220503183149855,0.02030492551082126
977,6300,0.0,0.0254,55.5,0.00041229,136.103,8.748463629942055,79.37253933193772,0.025082780367463153,0.15937377450509227,0.00041220503183149855,0.02030492551082126
978,8000,0.0,0.0254,55.5,0.00041229,136.163,8.987321812850125,89.44271909999159,0.025082780367463153,0.15937377450509227,0.00041220503183149855,0.02030492551082126
979,10000,0.0,0.0254,55.5,0.00041229,134.563,9.210440366976517,100.0,0.025082780367463153,0.15937377450509227,0.00041220503183149855,0.02030492551082126
980,12500,0.0,0.0254,55.5,0.00041229,131.453,9.433563920090563,111.80339887498948,0.025082780367463153,0.15937377450509227,0.00041220503183149855,0.02030492551082126
981,16000,0.0,0.0254,55.5,0.00041229,125.683,9.680406499268875,126.49110640673517,0.025082780367463153,0.15937377450509227,0.00041220503183149855,0.02030492551082126
982,20000,0.0,0.0254,55.5,0.00041229,121.933,9.90353755128617,141.4213562373095,0.025082780367463153,0.15937377450509227,0.00041220503183149855,0.02030492551082126
983,1600,0.0,0.0254,39.6,0.000428464,124.156,7.3783837129967145,40.0,0.025082780367463153,0.15937377450509227,0.00042837223551126955,0.02069937197114927
984,2000,0.0,0.0254,39.6,0.000428464,130.026,7.601402334583733,44.721359549995796,0.025082780367463153,0.15937377450509227,0.00042837223551126955,0.02069937197114927
985,2500,0.0,0.0254,39.6,0.000428464,131.836,7.824445930877619,50.0,0.025082780367463153,0.15937377450509227,0.00042837223551126955,0.02069937197114927
986,3150,0.0,0.0254,39.6,0.000428464,133.276,8.055475141757274,56.124860801609124,0.025082780367463153,0.15937377450509227,0.00042837223551126955,0.02069937197114927
987,4000,0.0,0.0254,39.6,0.000428464,135.346,8.294299608857235,63.245553203367585,0.025082780367463153,0.15937377450509227,0.00042837223551126955,0.02069937197114927
988,5000,0.0,0.0254,39.6,0.000428464,136.536,8.517393171418904,70.71067811865476,0.025082780367463153,0.15937377450509227,0.00042837223551126955,0.02069937197114927
989,6300,0.0,0.0254,39.6,0.000428464,136.826,8.748463629942055,79.37253933193772,0.025082780367463153,0.15937377450509227,0.00042837223551126955,0.02069937197114927
990,8000,0.0,0.0254,39.6,0.000428464,135.866,8.987321812850125,89.44271909999159,0.025082780367463153,0.15937377450509227,0.00042837223551126955,0.02069937197114927
